Round,Round offset,Column offset,Row offset,Board offset,Team 1,Team 1 full name,Team 1 division,Player 1,Rating 1,Team 2,Team 2 full name,Team 2 division,Player 2,Rating 2
6,47,6,15,1,Volga,Volga Stormbringers,Eastern,Sergey Grigoriants,2558,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593
6,47,6,15,2,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433,Stockholm,Stockholm Snowballs,Central,Kirill Alekseenko,2563
6,47,6,15,3,Volga,Volga Stormbringers,Eastern,Vladislav Chizhikov,2305,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271
6,47,7,15,0,Armenia,Armenia Eagles,Eastern,Hrant Melkumyan,2642,Amsterdam,Amsterdam Mosquitoes,Central,Wouter Spoelman,2586
6,47,7,15,1,Armenia,Armenia Eagles,Eastern,Zaven Andriasyan,2593,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537
6,47,7,15,2,Armenia,Armenia Eagles,Eastern,Manuel Petrosyan,2559,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491
6,47,7,15,3,Armenia,Armenia Eagles,Eastern,Artak Manukyan,2196,Amsterdam,Amsterdam Mosquitoes,Central,Lennart Dek,2300
7,50,0,18,0,Delhi,Delhi Dynamite,Eastern,Abhijeet Gupta,2619,Reykjavik,Reykjavik Puffins,Central,Helgi Olafsson,2512
7,50,0,18,1,Delhi,Delhi Dynamite,Eastern,Vaibhav Suri,2560,Reykjavik,Reykjavik Puffins,Central,Hannes Stefansson,2508
7,50,0,18,2,Delhi,Delhi Dynamite,Eastern,M R Lalith Babu,2525,Reykjavik,Reykjavik Puffins,Central,Jon Viktor Gunnarsson,2460
7,50,0,18,3,Delhi,Delhi Dynamite,Eastern,Prithu Gupta,2287,Reykjavik,Reykjavik Puffins,Central,Bjorn Thorfinnsson,2398
7,50,1,18,0,Estonia,Estonia Horses,Eastern,Aleksandr Volodin,2482,Cannes,Cannes Blockbusters,Central,Robert Fontaine,2558
7,50,1,18,1,Estonia,Estonia Horses,Eastern,Siim Kanep,2180,Cannes,Cannes Blockbusters,Central,Barseghyan Harutyun,2474
7,50,1,18,2,Estonia,Estonia Horses,Eastern,Sander Kukk,2178,Cannes,Cannes Blockbusters,Central,Pierre Villegas,2309
7,50,1,18,3,Estonia,Estonia Horses,Eastern,Nikolai Kunitsõn,2178,Cannes,Cannes Blockbusters,Central,Kevin Bordi,2282
7,50,2,18,0,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827,Ljubljana,Ljubljana Turtles,Central,Luka Lenic,2646
7,50,2,18,1,Norway,Norway Gnomes,Eastern,Aryan Tari,2588,Ljubljana,Ljubljana Turtles,Central,Jure Skoberne,2544
7,50,2,18,2,Norway,Norway Gnomes,Eastern,Torbjørn Ringdal Hansen,2397,Ljubljana,Ljubljana Turtles,Central,Matej Sebenik,2542
7,50,2,18,3,Norway,Norway Gnomes,Eastern,Elham Abdrlauf,1899,Ljubljana,Ljubljana Turtles,Central,Luka Skuhala,2114
7,50,3,18,0,Riga,Riga Magicians,Eastern,Vojtech Plat,2539,Marseille,Marseille Migraines,Central,Maxime Vachier-Lagrave,2804
7,50,3,18,1,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405,Marseille,Marseille Migraines,Central,Jules Moussard,2571
7,50,3,18,2,Riga,Riga Magicians,Eastern,Sergejs Klimakovs,2302,Marseille,Marseille Migraines,Central,Jean-Marc Degraeve,2561
7,50,3,18,3,Riga,Riga Magicians,Eastern,Anna Kantane,2299,Marseille,Marseille Migraines,Central,Marc Andria Maurizzi,1947
7,50,4,18,0,London Towers,London Towers,Central,Roman Yanchenko,2436,Oslo,Oslo Trolls,Eastern,Kristian Stuvik Holm,2433
7,50,4,18,1,London Towers,London Towers,Central,Peter Roberson,2403,Oslo,Oslo Trolls,Eastern,Benjamin Haldorsen,2397
7,50,4,18,2,London Towers,London Towers,Central,Thomas Rendle,2366,Oslo,Oslo Trolls,Eastern,Johannes Haug,2379
7,50,4,18,3,London Towers,London Towers,Central,Blair Connell,2255,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335
7,50,5,18,0,Stockholm,Stockholm Snowballs,Central,Georg Meier,2651,Mumbai,Mumbai Movers,Eastern,Diptayan Ghosh,2556
7,50,5,18,1,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593,Mumbai,Mumbai Movers,Eastern,Swapnil Dhopade,2532
7,50,5,18,2,Stockholm,Stockholm Snowballs,Central,Kirill Alekseenko,2563,Mumbai,Mumbai Movers,Eastern,Mohammad Nubairshah Shaikh,2410
7,50,5,18,3,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271,Mumbai,Mumbai Movers,Eastern,Raunak Sadhwani,2339
7,50,6,18,0,Amsterdam,Amsterdam Mosquitoes,Central,Wouter Spoelman,2586,Volga,Volga Stormbringers,Eastern,Dmitry Andreikin,2708
7,50,6,18,1,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537,Volga,Volga Stormbringers,Eastern,Sergey Grigoriants,2558
7,50,6,18,2,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433
7,50,6,18,3,Amsterdam,Amsterdam Mosquitoes,Central,Lennart Dek,2300,Volga,Volga Stormbringers,Eastern,Vladislav Chizhikov,2305
7,50,7,18,0,London Lions,London Lions,Central,Tran Tuan Minh,2547,Armenia,Armenia Eagles,Eastern,Hrant Melkumyan,2642
7,50,7,18,1,London Lions,London Lions,Central,Yang-Fan Zhou,2461,Armenia,Armenia Eagles,Eastern,Zaven Andriasyan,2593
7,50,7,18,2,London Lions,London Lions,Central,Justin Tan,2439,Armenia,Armenia Eagles,Eastern,Manuel Petrosyan,2559
7,50,7,18,3,London Lions,London Lions,Central,Edward Porper,2377,Armenia,Armenia Eagles,Eastern,Artak Manukyan,2196
8,53,0,21,0,Cannes,Cannes Blockbusters,Central,Robert Fontaine,2558,Delhi,Delhi Dynamite,Eastern,Abhijeet Gupta,2619
8,53,0,21,1,Cannes,Cannes Blockbusters,Central,Barseghyan Harutyun,2474,Delhi,Delhi Dynamite,Eastern,Vaibhav Suri,2560
8,53,0,21,2,Cannes,Cannes Blockbusters,Central,Pierre Villegas,2309,Delhi,Delhi Dynamite,Eastern,M R Lalith Babu,2525
8,53,0,21,3,Cannes,Cannes Blockbusters,Central,Kevin Bordi,2282,Delhi,Delhi Dynamite,Eastern,Prithu Gupta,2287
8,53,1,21,0,Ljubljana,Ljubljana Turtles,Central,Luka Lenic,2646,Estonia,Estonia Horses,Eastern,Aleksandr Volodin,2482
8,53,1,21,1,Ljubljana,Ljubljana Turtles,Central,Jure Skoberne,2544,Estonia,Estonia Horses,Eastern,Siim Kanep,2180
8,53,1,21,2,Ljubljana,Ljubljana Turtles,Central,Matej Sebenik,2542,Estonia,Estonia Horses,Eastern,Sander Kukk,2178
8,53,1,21,3,Ljubljana,Ljubljana Turtles,Central,Luka Skuhala,2114,Estonia,Estonia Horses,Eastern,Nikolai Kunitsõn,2178
8,53,2,21,0,Marseille,Marseille Migraines,Central,Maxime Vachier-Lagrave,2804,Norway,Norway Gnomes,Eastern,Magnus Carlsen,2827
8,53,2,21,1,Marseille,Marseille Migraines,Central,Jules Moussard,2571,Norway,Norway Gnomes,Eastern,Aryan Tari,2588
8,53,2,21,2,Marseille,Marseille Migraines,Central,Jean-Marc Degraeve,2561,Norway,Norway Gnomes,Eastern,Torbjørn Ringdal Hansen,2397
8,53,2,21,3,Marseille,Marseille Migraines,Central,Marc Andria Maurizzi,1947,Norway,Norway Gnomes,Eastern,Elham Abdrlauf,1899
8,53,3,21,0,Reykjavik,Reykjavik Puffins,Central,Helgi Olafsson,2512,Riga,Riga Magicians,Eastern,Vojtech Plat,2539
8,53,3,21,1,Reykjavik,Reykjavik Puffins,Central,Hannes Stefansson,2508,Riga,Riga Magicians,Eastern,Vojtech Zwardon,2405
8,53,3,21,2,Reykjavik,Reykjavik Puffins,Central,Jon Viktor Gunnarsson,2460,Riga,Riga Magicians,Eastern,Sergejs Klimakovs,2302
8,53,3,21,3,Reykjavik,Reykjavik Puffins,Central,Bjorn Thorfinnsson,2398,Riga,Riga Magicians,Eastern,Anna Kantane,2299
8,53,4,21,0,Oslo,Oslo Trolls,Eastern,Kristian Stuvik Holm,2433,Stockholm,Stockholm Snowballs,Central,Georg Meier,2651
8,53,4,21,1,Oslo,Oslo Trolls,Eastern,Benjamin Haldorsen,2397,Stockholm,Stockholm Snowballs,Central,Levan Pantsulaia,2593
8,53,4,21,2,Oslo,Oslo Trolls,Eastern,Johannes Haug,2379,Stockholm,Stockholm Snowballs,Central,Kirill Alekseenko,2563
8,53,4,21,3,Oslo,Oslo Trolls,Eastern,Kjetil Stokke,2335,Stockholm,Stockholm Snowballs,Central,Inna Agrest,2271
8,53,5,21,0,Mumbai,Mumbai Movers,Eastern,Diptayan Ghosh,2556,Amsterdam,Amsterdam Mosquitoes,Central,Wouter Spoelman,2586
8,53,5,21,1,Mumbai,Mumbai Movers,Eastern,Swapnil Dhopade,2532,Amsterdam,Amsterdam Mosquitoes,Central,Suat Atalik,2537
8,53,5,21,2,Mumbai,Mumbai Movers,Eastern,Mohammad Nubairshah Shaikh,2410,Amsterdam,Amsterdam Mosquitoes,Central,David Klein,2491
8,53,5,21,3,Mumbai,Mumbai Movers,Eastern,Raunak Sadhwani,2339,Amsterdam,Amsterdam Mosquitoes,Central,Lennart Dek,2300
8,53,6,21,0,Volga,Volga Stormbringers,Eastern,Dmitry Andreikin,2708,London Lions,London Lions,Central,Tran Tuan Minh,2547
8,53,6,21,1,Volga,Volga Stormbringers,Eastern,Sergey Grigoriants,2558,London Lions,London Lions,Central,Yang-Fan Zhou,2461
8,53,6,21,2,Volga,Volga Stormbringers,Eastern,Azat Sharafiev,2433,London Lions,London Lions,Central,Justin Tan,2439
8,53,6,21,3,Volga,Volga Stormbringers,Eastern,Vladislav Chizhikov,2305,London Lions,London Lions,Central,Edward Porper,2377
8,53,7,21,0,Armenia,Armenia Eagles,Eastern,Hrant Melkumyan,2642,London Towers,London Towers,Central,Roman Yanchenko,2436
8,53,7,21,1,Armenia,Armenia Eagles,Eastern,Zaven Andriasyan,2593,London Towers,London Towers,Central,Peter Roberson,2403
8,53,7,21,2,Armenia,Armenia Eagles,Eastern,Manuel Petrosyan,2559,London Towers,London Towers,Central,Thomas Rendle,2366
8,53,7,21,3,Armenia,Armenia Eagles,Eastern,Artak Manukyan,2196,London Towers,London Towers,Central,Blair Connell,2255
