Round,Round offset,Column offset,Row offset,Board offset,Team 1,Team 1 full name,Team 1 division,Player 1,Rating 1,Team 2,Team 2 full name,Team 2 division,Player 2,Rating 2
6,21,2,15,2,Rio Grande,Rio Grande Ospreys,Pacific,Guillermo Vazquez,2441,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Atulya Shetty,2403
6,21,2,15,3,Rio Grande,Rio Grande Ospreys,Pacific,Felix Ynojosa,2418,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Safal Bora,2363
6,21,3,15,0,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606,Buenos Aires,Buenos Aires Krakens,Atlantic,Alan Pichot,2565
6,21,3,15,1,Australia,Australia Kangaroos,Pacific,Alexey Sarana,2541,Buenos Aires,Buenos Aires Krakens,Atlantic,Mario Villanueva,2445
6,21,3,15,2,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508,Buenos Aires,Buenos Aires Krakens,Atlantic,German Della Morte,2362
6,21,3,15,3,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319,Buenos Aires,Buenos Aires Krakens,Atlantic,Jacques Blit,2344
6,21,4,15,0,Montclair,Montclair Sopranos,Atlantic,Aleksandr Lenderman,2565,Chengdu,Chengdu Pandas,Pacific,Yu Yangyi,2750
6,21,4,15,1,Montclair,Montclair Sopranos,Atlantic,Anatoly Bykhovsky,2496,Chengdu,Chengdu Pandas,Pacific,Ni Hua,2674
6,21,4,15,2,Montclair,Montclair Sopranos,Atlantic,Mackenzie Molner,2465,Chengdu,Chengdu Pandas,Pacific,Xu Xiangyu,2549
6,21,4,15,3,Montclair,Montclair Sopranos,Atlantic,Nicolas Checa,2459,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173
6,21,5,15,0,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633
6,21,5,15,1,Webster,Webster Windmills,Atlantic,Denes Boros,2475,Dallas,Dallas Destiny,Pacific,Conrad Holt,2565
6,21,5,15,2,Webster,Webster Windmills,Atlantic,Ashwin Jayaram,2474,Dallas,Dallas Destiny,Pacific,Luke Harmon-Vellotti,2468
6,21,5,15,3,Webster,Webster Windmills,Atlantic,Aaron Grabinsky,2358,Dallas,Dallas Destiny,Pacific,Steven Breckenridge,2292
6,21,6,15,0,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781
6,21,6,15,1,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471,Seattle,Seattle Sluggers,Pacific,Tigran Petrosian,2615
6,21,6,15,2,Minnesota,Minnesota Blizzard,Atlantic,John Bartholomew,2449,Seattle,Seattle Sluggers,Pacific,Georgi Orlov,2481
6,21,6,15,3,Minnesota,Minnesota Blizzard,Atlantic,Nikola Mitkov,2444,Seattle,Seattle Sluggers,Pacific,Kyle Haining,2169
6,21,7,15,0,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629,San Jose,San Jose Hackers,Pacific,Shakhriyar Mamedyarov,2797
6,21,7,15,1,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678
6,21,7,15,2,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2421,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601
6,21,7,15,3,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918
7,24,0,18,0,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665,Las Vegas,Las Vegas Desert Rats,Pacific,Leinier Dominguez,2739
7,24,0,18,1,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619,Las Vegas,Las Vegas Desert Rats,Pacific,Joshua Friedel,2547
7,24,0,18,2,Miami,Miami Champions,Atlantic,Michael Rohde,2387,Las Vegas,Las Vegas Desert Rats,Pacific,Melikset Khachiyan,2526
7,24,0,18,3,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164,Las Vegas,Las Vegas Desert Rats,Pacific,Eugene Yanayt,2139
7,24,1,18,0,St. Louis,St. Louis Arch Bishops,Atlantic,Fabiano Caruana,2799,Rio Grande,Rio Grande Ospreys,Pacific,Hovhannes Gabuzyan,2573
7,24,1,18,1,St. Louis,St. Louis Arch Bishops,Atlantic,Vladimir Fedoseev,2731,Rio Grande,Rio Grande Ospreys,Pacific,Vladimir Belous,2566
7,24,1,18,2,St. Louis,St. Louis Arch Bishops,Atlantic,Alejandro Ramirez,2563,Rio Grande,Rio Grande Ospreys,Pacific,Guillermo Vazquez,2441
7,24,1,18,3,St. Louis,St. Louis Arch Bishops,Atlantic,Annie Wang,2090,Rio Grande,Rio Grande Ospreys,Pacific,Felix Ynojosa,2418
7,24,2,18,0,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Awonder Liang,2545,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606
7,24,2,18,1,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Tuan Minh Le,2485,Australia,Australia Kangaroos,Pacific,Alexey Sarana,2541
7,24,2,18,2,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Atulya Shetty,2403,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508
7,24,2,18,3,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Safal Bora,2363,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319
7,24,3,18,0,Buenos Aires,Buenos Aires Krakens,Atlantic,Alan Pichot,2565,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648
7,24,3,18,1,Buenos Aires,Buenos Aires Krakens,Atlantic,Mario Villanueva,2445,San Diego,San Diego Surfers,Pacific,Michael Brown,2499
7,24,3,18,2,Buenos Aires,Buenos Aires Krakens,Atlantic,German Della Morte,2362,San Diego,San Diego Surfers,Pacific,John Daniel Bryant,2428
7,24,3,18,3,Buenos Aires,Buenos Aires Krakens,Atlantic,Jacques Blit,2344,San Diego,San Diego Surfers,Pacific,Joshua Sheng,2373
7,24,4,18,0,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633,Montclair,Montclair Sopranos,Atlantic,Aleksandr Lenderman,2565
7,24,4,18,1,Dallas,Dallas Destiny,Pacific,Conrad Holt,2565,Montclair,Montclair Sopranos,Atlantic,Anatoly Bykhovsky,2496
7,24,4,18,2,Dallas,Dallas Destiny,Pacific,Luke Harmon-Vellotti,2468,Montclair,Montclair Sopranos,Atlantic,Mackenzie Molner,2465
7,24,4,18,3,Dallas,Dallas Destiny,Pacific,Steven Breckenridge,2292,Montclair,Montclair Sopranos,Atlantic,Nicolas Checa,2459
7,24,5,18,0,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646
7,24,5,18,1,Seattle,Seattle Sluggers,Pacific,Tigran Petrosian,2615,Webster,Webster Windmills,Atlantic,Denes Boros,2475
7,24,5,18,2,Seattle,Seattle Sluggers,Pacific,Georgi Orlov,2481,Webster,Webster Windmills,Atlantic,Ashwin Jayaram,2474
7,24,5,18,3,Seattle,Seattle Sluggers,Pacific,Kyle Haining,2169,Webster,Webster Windmills,Atlantic,Aaron Grabinsky,2358
7,24,6,18,0,San Jose,San Jose Hackers,Pacific,Shakhriyar Mamedyarov,2797,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488
7,24,6,18,1,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471
7,24,6,18,2,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601,Minnesota,Minnesota Blizzard,Atlantic,John Bartholomew,2449
7,24,6,18,3,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918,Minnesota,Minnesota Blizzard,Atlantic,Nikola Mitkov,2444
7,24,7,18,0,Chengdu,Chengdu Pandas,Pacific,Yu Yangyi,2750,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629
7,24,7,18,1,Chengdu,Chengdu Pandas,Pacific,Ni Hua,2674,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479
7,24,7,18,2,Chengdu,Chengdu Pandas,Pacific,Xu Xiangyu,2549,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2421
7,24,7,18,3,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385
8,27,0,21,0,Rio Grande,Rio Grande Ospreys,Pacific,Hovhannes Gabuzyan,2573,Miami,Miami Champions,Atlantic,Eduardo Iturrizaga,2665
8,27,0,21,1,Rio Grande,Rio Grande Ospreys,Pacific,Vladimir Belous,2566,Miami,Miami Champions,Atlantic,Yuniesky Quesada,2619
8,27,0,21,2,Rio Grande,Rio Grande Ospreys,Pacific,Guillermo Vazquez,2441,Miami,Miami Champions,Atlantic,Michael Rohde,2387
8,27,0,21,3,Rio Grande,Rio Grande Ospreys,Pacific,Felix Ynojosa,2418,Miami,Miami Champions,Atlantic,Nicholas Rosenthal,2164
8,27,1,21,0,Australia,Australia Kangaroos,Pacific,Evgenij Miroshnichenko,2606,St. Louis,St. Louis Arch Bishops,Atlantic,Fabiano Caruana,2799
8,27,1,21,1,Australia,Australia Kangaroos,Pacific,Alexey Sarana,2541,St. Louis,St. Louis Arch Bishops,Atlantic,Vladimir Fedoseev,2731
8,27,1,21,2,Australia,Australia Kangaroos,Pacific,Anton Smirnov,2508,St. Louis,St. Louis Arch Bishops,Atlantic,Alejandro Ramirez,2563
8,27,1,21,3,Australia,Australia Kangaroos,Pacific,Brandon Clarke,2319,St. Louis,St. Louis Arch Bishops,Atlantic,Annie Wang,2090
8,27,2,21,0,San Diego,San Diego Surfers,Pacific,Alexey Dreev,2648,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Awonder Liang,2545
8,27,2,21,1,San Diego,San Diego Surfers,Pacific,Michael Brown,2499,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Tuan Minh Le,2485
8,27,2,21,2,San Diego,San Diego Surfers,Pacific,John Daniel Bryant,2428,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Atulya Shetty,2403
8,27,2,21,3,San Diego,San Diego Surfers,Pacific,Joshua Sheng,2373,Pittsburgh,Pittsburgh Pawngrabbers,Atlantic,Safal Bora,2363
8,27,3,21,0,Las Vegas,Las Vegas Desert Rats,Pacific,Leinier Dominguez,2739,Buenos Aires,Buenos Aires Krakens,Atlantic,Alan Pichot,2565
8,27,3,21,1,Las Vegas,Las Vegas Desert Rats,Pacific,Joshua Friedel,2547,Buenos Aires,Buenos Aires Krakens,Atlantic,Mario Villanueva,2445
8,27,3,21,2,Las Vegas,Las Vegas Desert Rats,Pacific,Melikset Khachiyan,2526,Buenos Aires,Buenos Aires Krakens,Atlantic,German Della Morte,2362
8,27,3,21,3,Las Vegas,Las Vegas Desert Rats,Pacific,Eugene Yanayt,2139,Buenos Aires,Buenos Aires Krakens,Atlantic,Jacques Blit,2344
8,27,4,21,0,Montclair,Montclair Sopranos,Atlantic,Aleksandr Lenderman,2565,Seattle,Seattle Sluggers,Pacific,Hikaru Nakamura,2781
8,27,4,21,1,Montclair,Montclair Sopranos,Atlantic,Anatoly Bykhovsky,2496,Seattle,Seattle Sluggers,Pacific,Tigran Petrosian,2615
8,27,4,21,2,Montclair,Montclair Sopranos,Atlantic,Mackenzie Molner,2465,Seattle,Seattle Sluggers,Pacific,Georgi Orlov,2481
8,27,4,21,3,Montclair,Montclair Sopranos,Atlantic,Nicolas Checa,2459,Seattle,Seattle Sluggers,Pacific,Kyle Haining,2169
8,27,5,21,0,Webster,Webster Windmills,Atlantic,Aleksandr Shimanov,2646,San Jose,San Jose Hackers,Pacific,Shakhriyar Mamedyarov,2797
8,27,5,21,1,Webster,Webster Windmills,Atlantic,Denes Boros,2475,San Jose,San Jose Hackers,Pacific,Rauf Mamedov,2678
8,27,5,21,2,Webster,Webster Windmills,Atlantic,Ashwin Jayaram,2474,San Jose,San Jose Hackers,Pacific,Zviad Izoria,2601
8,27,5,21,3,Webster,Webster Windmills,Atlantic,Aaron Grabinsky,2358,San Jose,San Jose Hackers,Pacific,Vinesh Ravuri,1918
8,27,6,21,0,Minnesota,Minnesota Blizzard,Atlantic,Andrew Tang,2488,Chengdu,Chengdu Pandas,Pacific,Yu Yangyi,2750
8,27,6,21,1,Minnesota,Minnesota Blizzard,Atlantic,Daniel Gurevich,2471,Chengdu,Chengdu Pandas,Pacific,Ni Hua,2674
8,27,6,21,2,Minnesota,Minnesota Blizzard,Atlantic,John Bartholomew,2449,Chengdu,Chengdu Pandas,Pacific,Xu Xiangyu,2549
8,27,6,21,3,Minnesota,Minnesota Blizzard,Atlantic,Nikola Mitkov,2444,Chengdu,Chengdu Pandas,Pacific,Chu Ruotong,2173
8,27,7,21,0,Montreal,Montreal Chessbrahs,Atlantic,Eric Hansen,2629,Dallas,Dallas Destiny,Pacific,Jeffery Xiong,2633
8,27,7,21,1,Montreal,Montreal Chessbrahs,Atlantic,Aman Hambleton,2479,Dallas,Dallas Destiny,Pacific,Conrad Holt,2565
8,27,7,21,2,Montreal,Montreal Chessbrahs,Atlantic,Raja Panjwani,2421,Dallas,Dallas Destiny,Pacific,Luke Harmon-Vellotti,2468
8,27,7,21,3,Montreal,Montreal Chessbrahs,Atlantic,Shiyam Thavandiran,2385,Dallas,Dallas Destiny,Pacific,Steven Breckenridge,2292
